Sex,Job,Housing,Credit amount,Duration,Purpose,Monthly_Payment,Loan Category,Age Group,Account Size,High Monthly_Payment,Prompt Length,Prediction Mistral,Prediction Mistral Small
male,highly skilled,rent,1107,12,radio/TV,92.0,recreational,21_30,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,3763,21,car,179.0,development,21_30,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,3711,36,education,103.0,development,21_30,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and resident,own,3594,15,car,240.0,development,41_50,little,high,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,unskilled and resident,own,3195,9,car,355.0,development,31_40,moderate,high,194,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,skilled,own,4454,36,radio/TV,124.0,recreational,31_40,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and resident,own,4736,24,furniture/equipment,197.0,maintenance,21_30,moderate,normal,194,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,2991,30,radio/TV,100.0,recreational,21_30,moderate,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2142,11,business,195.0,development,21_30,rich,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,3161,24,business,132.0,development,31_40,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,highly skilled,own,18424,48,vacation/others,384.0,recreational,31_40,moderate,high,194,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2848,10,car,285.0,development,31_40,moderate,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,14896,6,car,2483.0,development,61_70,little,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2359,24,furniture/equipment,98.0,maintenance,31_40,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,rent,3345,24,furniture/equipment,139.0,maintenance,31_40,little,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,1817,18,furniture/equipment,101.0,maintenance,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,12749,48,radio/TV,266.0,recreational,31_40,quite rich,high,194,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,rent,1366,9,radio/TV,152.0,recreational,21_30,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,2002,12,car,167.0,development,31_40,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,6872,24,furniture/equipment,286.0,maintenance,51_60,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,697,12,car,58.0,development,41_50,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,rent,1049,18,furniture/equipment,58.0,maintenance,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,10297,48,car,215.0,development,31_40,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1867,30,radio/TV,62.0,recreational,51_60,no data,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,1344,12,car,112.0,development,41_50,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,unskilled and resident,own,1747,24,furniture/equipment,73.0,maintenance,21_30,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,skilled,own,1670,9,radio/TV,186.0,recreational,21_30,moderate,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1224,9,car,136.0,development,31_40,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,522,12,radio/TV,44.0,recreational,41_50,quite rich,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,1498,12,radio/TV,125.0,recreational,21_30,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,1919,30,radio/TV,64.0,recreational,31_40,moderate,normal,194,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and resident,own,745,9,radio/TV,83.0,recreational,21_30,rich,normal,195,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,rent,2063,6,radio/TV,344.0,recreational,31_40,moderate,high,194,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,6288,60,education,105.0,development,41_50,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,6842,24,car,285.0,development,41_50,no data,high,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,3527,12,car,294.0,development,41_50,no data,high,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,1546,10,car,155.0,development,31_40,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,929,24,furniture/equipment,39.0,maintenance,31_40,no data,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,1455,4,car,364.0,development,41_50,little,high,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,skilled,rent,1845,15,furniture/equipment,123.0,maintenance,41_50,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,8358,48,car,174.0,development,31_40,quite rich,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,3349,24,furniture/equipment,140.0,maintenance,31_40,quite rich,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,2859,12,car,238.0,development,31_40,no data,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,1533,18,furniture/equipment,85.0,maintenance,41_50,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,3621,24,radio/TV,151.0,recreational,31_40,moderate,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and non-resident,own,3590,18,business,199.0,development,41_50,moderate,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,2145,36,business,60.0,development,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,rent,4113,24,car,171.0,development,21_30,quite rich,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,highly skilled,own,10974,36,furniture/equipment,305.0,maintenance,21_30,little,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,1893,12,car,158.0,development,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,highly skilled,rent,1231,24,radio/TV,51.0,recreational,51_60,rich,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,3656,30,radio/TV,122.0,recreational,41_50,rich,normal,195,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,1154,9,radio/TV,128.0,recreational,31_40,moderate,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,unskilled and resident,own,4006,28,car,143.0,development,41_50,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,free,3069,24,furniture/equipment,128.0,maintenance,31_40,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,1740,6,radio/TV,290.0,recreational,31_40,little,high,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""potentially risky"",""stop_reason"":""length""}]}",bad
male,skilled,own,2353,21,car,112.0,development,41_50,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,3556,15,car,237.0,development,21_30,no data,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2397,24,radio/TV,100.0,recreational,31_40,quite rich,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,454,6,repairs,76.0,maintenance,21_30,moderate,normal,194,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,1715,30,radio/TV,57.0,recreational,21_30,moderate,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,2520,27,radio/TV,93.0,recreational,21_30,quite rich,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,highly skilled,rent,3568,15,radio/TV,238.0,recreational,51_60,little,high,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,7166,42,radio/TV,171.0,recreational,21_30,no data,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,3939,11,car,358.0,development,41_50,little,high,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,1514,15,repairs,101.0,maintenance,21_30,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,7393,24,car,308.0,development,41_50,little,high,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,unskilled and non-resident,rent,1193,24,car,50.0,development,21_30,little,normal,195,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,rent,7297,60,business,122.0,development,31_40,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,2831,30,radio/TV,94.0,recreational,31_40,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and resident,own,1258,24,radio/TV,52.0,recreational,51_60,quite rich,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,753,6,radio/TV,126.0,recreational,61_70,moderate,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2427,18,business,135.0,development,41_50,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,2538,24,car,106.0,development,41_50,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""potentially risky"",""stop_reason"":""length""}]}",bad
male,skilled,rent,1264,15,car,84.0,development,21_30,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,8386,30,furniture/equipment,280.0,maintenance,41_50,moderate,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,rent,4844,48,business,101.0,development,31_40,little,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,highly skilled,own,2923,21,car,139.0,development,21_30,rich,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,8229,36,car,229.0,development,21_30,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,2028,24,furniture/equipment,84.0,maintenance,31_40,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,skilled,rent,1433,15,furniture/equipment,96.0,maintenance,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,6289,42,business,150.0,development,31_40,rich,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,1409,13,radio/TV,108.0,recreational,61_70,moderate,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,free,6579,24,car,274.0,development,21_30,little,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,1743,24,radio/TV,73.0,recreational,41_50,moderate,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,unskilled and resident,own,3565,12,education,297.0,development,31_40,no data,high,194,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,unskilled and resident,own,1569,15,radio/TV,105.0,recreational,31_40,moderate,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,unskilled and resident,rent,1936,18,radio/TV,108.0,recreational,21_30,little,normal,195,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,highly skilled,own,3959,36,furniture/equipment,110.0,maintenance,31_40,little,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2390,12,car,199.0,development,51_60,no data,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and resident,own,1736,12,furniture/equipment,145.0,maintenance,31_40,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,highly skilled,own,3857,30,car,129.0,development,41_50,little,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,804,12,radio/TV,67.0,recreational,31_40,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,1845,45,radio/TV,41.0,recreational,21_30,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,4576,45,car,102.0,development,21_30,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
